Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10918,31641,109,452,14403,10963,1021,327,1130.57,174.36,27,23.5,44.74,73,12,71.24,303.02,470,196,BENIGN
1071,35080,321,324,1571,8716,345,1427,1137.97,345.65,26,23.21,33.07,58,46,873.83,158.43,44,389,MALICIOUS
24858,36114,410,270,1098,6167,630,1297,1440.87,170.42,23,9.52,17.61,50,34,884.87,257.97,536,315,MALICIOUS
29388,82717,360,58,4340,11219,1352,881,810.76,357.65,34,77.09,26.05,12,23,959.0,153.66,341,61,MALICIOUS
51766,74083,221,305,5721,6405,410,1156,814.13,15.56,25,6.72,33.73,56,37,912.41,350.03,726,391,MALICIOUS
8378,13431,249,169,2209,7723,1142,974,480.39,14.51,39,1.83,34.99,46,31,789.82,288.0,731,421,BENIGN
43266,60722,111,177,10831,1410,848,896,1001.07,408.76,30,28.46,30.84,51,16,339.53,133.48,640,308,BENIGN
17170,47349,200,138,13167,3512,1225,838,1195.09,441.91,22,16.54,3.44,54,19,64.93,417.03,255,455,BENIGN
63609,24538,419,464,4044,14098,1136,1434,242.34,428.38,34,96.88,36.08,73,39,532.88,144.38,565,474,MALICIOUS
20054,86261,220,280,1514,4169,1416,910,1281.89,161.91,24,74.68,35.62,59,19,497.3,362.55,460,283,BENIGN
17159,25274,116,305,2739,3824,1201,89,1118.68,339.32,35,95.4,19.54,17,23,305.73,226.19,516,349,BENIGN
5658,61295,161,95,3963,13403,425,985,103.94,292.59,23,35.47,49.06,86,48,311.17,108.81,7,319,MALICIOUS
20367,74467,480,55,11340,5861,653,1203,876.9,65.9,36,98.63,16.69,18,46,250.08,125.56,140,426,BENIGN
35403,11332,117,497,1954,10493,1300,1011,1095.08,208.1,36,51.6,15.52,16,40,272.74,376.57,248,320,BENIGN
28002,91323,427,471,3099,11591,500,412,634.55,126.77,20,27.42,29.18,99,48,316.5,55.02,62,302,BENIGN
19281,67505,61,100,10508,6772,1377,790,951.12,319.43,22,81.43,31.63,64,12,15.76,208.56,998,114,BENIGN
47366,39858,310,467,6771,1657,934,350,874.79,488.35,25,46.52,46.69,93,29,117.67,344.7,346,64,BENIGN
13160,64522,137,75,5336,3455,1344,1379,1106.38,248.68,30,81.06,36.45,92,34,617.62,489.35,411,12,BENIGN
8501,68725,354,409,11903,4774,930,45,854.03,469.53,23,48.77,36.57,62,9,602.85,434.11,513,454,BENIGN
49796,53341,324,495,5061,9898,877,907,727.53,259.03,26,16.47,17.27,7,3,117.41,53.68,231,403,BENIGN
16502,17389,467,200,7905,1610,418,722,330.0,399.4,23,51.96,23.98,36,34,178.73,251.93,319,221,BENIGN
38583,60957,445,121,4938,12428,1157,956,651.31,485.53,26,22.12,7.34,27,44,221.65,197.84,70,341,BENIGN
48274,37959,399,352,8308,6410,1256,1188,866.4,462.16,33,83.04,44.35,9,24,131.92,438.48,46,223,BENIGN
43185,75552,215,212,11142,13283,944,969,446.34,62.62,26,16.26,15.44,85,1,392.5,372.76,867,119,BENIGN
28296,31343,224,398,9109,11793,610,227,444.9,441.9,25,77.95,42.47,71,32,880.57,446.93,414,388,BENIGN
11545,35784,189,309,8523,12633,1458,828,697.08,35.42,28,19.82,29.79,18,29,567.44,310.95,0,402,BENIGN
35376,98055,487,372,13612,1607,53,539,156.32,84.71,35,38.06,45.61,63,33,483.37,453.99,555,472,BENIGN
11544,13176,497,322,10573,8930,723,288,90.72,147.65,23,22.33,33.14,30,39,950.79,409.16,875,315,BENIGN
11934,51257,164,48,5786,13846,456,398,31.01,274.68,34,79.93,6.24,68,47,127.91,43.65,168,371,BENIGN
38453,93870,458,240,14584,12189,1015,1154,1305.18,119.94,37,75.26,14.83,95,43,224.1,403.63,372,168,BENIGN
26743,75129,126,141,2028,11263,1447,39,1154.3,30.99,33,78.84,23.8,63,29,420.97,123.22,363,384,BENIGN
45291,63791,336,92,3569,7802,1358,611,710.21,41.73,22,3.62,19.37,84,6,765.12,158.54,960,81,MALICIOUS
6757,23578,214,239,10033,12666,143,553,688.61,50.74,34,31.01,4.09,31,20,435.83,15.22,661,190,BENIGN
4510,71819,318,307,8139,10710,388,1006,1323.0,159.51,21,99.77,28.58,76,27,163.49,27.96,176,312,BENIGN
43252,45844,216,450,11082,5282,801,1151,816.4,160.31,31,78.1,13.65,59,38,28.63,319.42,443,73,BENIGN
39106,69539,81,68,12868,14938,168,31,1276.22,7.89,32,88.08,36.72,7,33,22.94,397.04,114,459,BENIGN
57690,78484,204,68,13140,11210,1208,840,183.4,479.35,34,25.48,3.34,31,41,634.45,206.16,382,211,BENIGN
21382,44864,194,177,10685,12223,491,726,450.02,366.54,26,95.83,47.93,64,30,86.4,489.06,760,221,BENIGN
19561,6214,281,348,14108,14664,948,700,907.54,280.45,36,49.15,23.73,97,7,379.72,221.54,636,440,BENIGN
3689,45692,149,357,696,4378,369,942,1287.82,250.47,26,67.66,47.06,87,10,331.26,222.79,701,173,BENIGN
47622,99599,203,490,6308,8504,528,836,118.62,399.72,29,33.14,8.85,51,24,310.04,91.5,654,241,BENIGN
7188,91976,4,355,8862,1878,974,236,731.79,182.05,24,82.46,16.66,26,43,437.34,320.44,496,349,MALICIOUS
39514,71984,276,28,10903,7789,1059,993,225.8,399.76,34,95.19,7.86,22,33,271.9,191.76,740,299,BENIGN
15636,13505,274,21,5271,13827,247,198,772.14,44.9,24,27.69,21.88,24,1,224.14,388.74,96,302,BENIGN
40133,57877,45,409,5201,6136,284,813,337.96,351.54,32,34.86,9.42,82,33,947.76,336.92,134,373,MALICIOUS
1393,85820,217,217,14120,5226,1127,132,761.23,207.56,20,83.57,44.44,38,33,358.51,495.5,855,34,BENIGN
34646,56116,391,183,434,2391,1363,685,606.89,198.44,24,93.64,40.08,2,4,553.22,300.42,169,244,BENIGN
14349,89249,370,484,7894,10647,622,756,117.36,77.86,37,44.9,8.43,72,16,771.23,457.23,439,45,BENIGN
65514,43169,402,85,5689,13815,69,831,1455.09,96.69,29,2.36,30.11,98,40,269.75,180.4,507,45,BENIGN
2398,61838,121,205,6603,11461,507,1000,640.38,426.17,25,96.83,32.4,36,15,838.84,173.98,839,278,BENIGN
7719,36577,65,157,11141,2257,1234,1286,497.21,431.5,36,8.54,28.99,13,37,178.45,26.75,976,14,BENIGN
13664,77288,312,293,13260,6576,669,1479,4.51,115.1,30,98.35,3.27,4,20,73.31,383.61,953,111,MALICIOUS
3140,64226,475,237,13211,13834,785,736,587.0,205.25,35,93.21,12.26,68,23,205.55,435.15,602,238,MALICIOUS
6344,19784,225,332,1406,8659,880,1288,1322.85,35.94,22,63.2,12.39,89,40,342.65,474.97,766,134,BENIGN
22855,8541,160,38,7432,14050,77,890,1096.58,64.22,23,17.02,17.71,90,14,725.24,74.05,971,184,MALICIOUS
58010,85208,109,264,2937,11907,731,1171,1352.13,260.14,24,9.09,25.3,96,12,184.14,370.72,716,462,BENIGN
27969,89773,215,463,13612,6620,993,105,1326.11,459.18,28,94.06,0.87,46,20,188.99,86.52,8,307,BENIGN
44952,94382,407,71,2464,11288,1355,535,1110.14,171.69,37,5.09,38.92,82,31,117.53,146.96,741,98,BENIGN
49886,68196,146,353,12806,6783,1279,1456,951.5,397.1,28,79.02,49.27,40,8,850.07,290.52,770,183,BENIGN
45431,60341,95,166,1149,14745,14,147,811.94,304.64,26,62.42,43.03,22,21,394.95,480.84,403,327,BENIGN
2958,32189,213,232,5946,1055,68,885,21.64,428.44,26,37.5,34.73,46,18,53.62,51.24,16,346,MALICIOUS
7184,44385,202,70,6478,12744,323,1074,881.2,74.5,31,76.91,26.2,15,26,577.13,88.99,894,426,BENIGN
9586,95670,102,59,7577,9896,231,429,634.46,316.23,23,61.25,25.72,2,27,761.84,297.78,865,373,MALICIOUS
23039,86149,261,192,5667,8840,1052,1478,1036.53,416.37,31,63.59,43.45,43,17,551.2,440.22,326,243,BENIGN
53998,39289,109,36,13069,14399,1192,903,1278.48,195.14,35,1.85,21.76,57,9,216.84,110.49,504,464,BENIGN
38315,395,267,276,6,14595,369,1431,863.52,484.82,29,73.03,37.91,36,10,754.7,382.21,820,302,BENIGN
37529,79947,221,492,3536,1010,389,137,1304.17,48.6,23,16.11,24.65,21,7,978.47,146.78,614,413,BENIGN
12554,18021,65,352,6747,9354,894,35,1037.27,167.24,22,67.9,1.42,63,39,449.53,112.28,437,474,MALICIOUS
32916,69923,213,366,7699,13419,391,39,1290.2,319.19,26,7.92,24.85,13,20,268.71,494.5,284,407,MALICIOUS
5004,74739,124,370,10471,3402,588,271,143.6,2.54,25,14.39,33.37,21,17,289.87,275.15,531,414,BENIGN
5477,41995,423,320,6607,4803,885,189,639.94,154.48,39,25.86,42.92,60,20,661.48,190.82,53,60,BENIGN
46907,96090,280,152,6446,10176,1015,986,711.83,261.12,28,94.21,47.31,80,10,610.03,293.24,112,479,BENIGN
63202,49960,459,382,10403,14602,214,1496,1394.34,433.94,29,59.36,37.54,34,15,380.57,191.15,640,473,BENIGN
7379,59088,476,377,832,4517,1068,1155,1403.55,243.73,27,29.92,45.84,31,49,597.08,447.93,751,269,MALICIOUS
23473,39970,264,107,7960,10723,1271,657,1209.96,169.16,35,41.11,47.11,25,6,561.34,350.42,52,463,MALICIOUS
40016,79704,376,326,9008,12473,1418,969,664.86,149.57,32,78.47,40.74,3,23,837.17,145.5,606,274,MALICIOUS
58441,38230,307,153,5215,12913,51,1200,103.5,95.85,20,83.8,15.6,73,14,302.72,123.14,458,182,BENIGN
27546,14050,380,201,6710,3321,1497,1266,605.13,323.1,24,12.89,9.01,27,47,151.81,436.84,157,377,BENIGN
55136,30208,406,371,10102,6778,310,803,1281.45,144.73,36,1.96,0.25,50,12,4.82,22.73,920,257,MALICIOUS
59214,12149,415,149,8197,1590,37,499,948.08,276.61,38,46.89,15.28,6,38,302.86,137.64,202,171,BENIGN
51725,95138,213,234,9574,13502,537,683,858.79,123.42,25,5.14,32.66,35,7,614.36,429.72,861,291,MALICIOUS
65345,698,208,302,10544,1699,680,987,751.65,66.66,39,10.65,33.82,85,21,277.32,211.29,206,418,BENIGN
64938,48888,436,206,9884,14235,77,28,465.14,239.6,20,28.4,14.52,70,12,519.76,420.23,577,61,BENIGN
65424,11458,467,266,4446,421,1436,565,613.18,88.41,27,94.56,17.69,25,48,290.39,459.97,745,235,BENIGN
60535,57007,9,0,14687,3012,553,858,430.82,280.3,25,68.1,41.91,92,43,763.84,153.37,607,290,BENIGN
4368,7866,258,406,4192,8803,775,386,224.1,360.68,39,21.56,45.5,65,23,104.33,421.02,788,232,BENIGN
49015,32696,478,75,7028,1090,1433,1013,1070.37,387.61,22,71.17,42.62,8,25,16.98,413.64,613,212,BENIGN
1856,11240,488,252,4119,13635,1360,1448,684.06,148.54,23,17.42,13.25,93,42,447.25,354.72,452,94,BENIGN
13693,69631,369,371,12393,8749,604,1330,1221.78,155.99,27,8.98,48.85,30,43,229.83,251.09,646,34,BENIGN
57097,37376,380,26,4201,3637,362,1023,682.53,413.5,39,87.92,38.5,74,9,218.87,298.88,979,416,MALICIOUS
33563,37823,298,225,5223,3545,1303,1134,1192.68,492.23,35,62.18,0.23,56,22,319.8,390.52,219,166,BENIGN
10741,59665,171,60,3773,6006,778,1028,540.95,97.56,21,14.02,41.59,35,33,24.67,462.97,373,378,BENIGN
58191,83948,328,216,8493,11058,1043,1390,203.3,229.71,23,32.9,1.35,67,6,874.77,90.62,536,477,MALICIOUS
8080,23124,234,78,9496,8645,848,158,667.28,284.42,33,39.27,4.35,66,40,843.07,356.96,206,406,BENIGN
46613,83327,136,233,4084,11649,583,338,1202.37,146.67,39,91.07,5.78,49,2,258.62,107.56,306,193,BENIGN
45888,74933,317,129,5924,4913,922,1066,872.16,435.84,24,28.34,8.83,15,19,758.72,473.46,886,210,MALICIOUS
10302,95761,414,311,3619,13698,1258,1105,693.51,135.81,21,50.12,33.47,53,23,107.56,405.4,463,40,MALICIOUS
43824,1163,81,495,33,6351,526,1356,376.81,230.79,34,12.28,43.77,57,36,913.53,91.87,206,164,BENIGN
20884,71759,453,491,12209,4499,1468,1125,1354.85,345.49,25,11.88,28.46,40,49,221.51,150.63,1,492,BENIGN
22606,81455,54,280,12138,8117,111,494,964.28,241.24,37,93.86,5.84,61,7,468.1,446.5,413,160,BENIGN
57601,60179,499,395,309,7419,1427,201,648.94,139.12,21,20.03,6.84,94,38,748.36,139.05,818,175,BENIGN
3859,877,428,229,13671,10728,1435,1337,1480.41,336.57,32,54.4,17.03,92,44,519.97,384.12,699,9,MALICIOUS
29828,89459,151,113,10798,9090,1469,326,202.94,338.93,31,96.58,18.95,85,20,169.24,54.68,897,350,MALICIOUS
32586,56911,305,178,13430,4671,318,1259,827.8,115.94,20,55.6,17.13,50,3,247.82,9.67,662,379,BENIGN
51710,7508,171,360,14418,9337,133,148,1315.58,313.81,38,60.42,2.85,48,4,650.57,253.65,725,118,BENIGN
47920,77928,3,0,974,1555,559,1496,157.98,113.36,27,15.73,13.29,14,6,572.1,496.32,664,253,BENIGN
57529,35383,488,106,4694,9412,21,125,4.83,137.95,20,79.01,21.31,97,33,688.91,395.99,824,390,BENIGN
14367,51468,71,184,13317,11756,971,511,686.51,444.39,29,23.42,47.85,2,3,377.35,396.35,873,329,BENIGN
46322,69437,95,460,8884,6583,1462,857,203.34,382.98,26,75.05,21.75,66,48,839.46,421.72,734,444,BENIGN
54598,49619,29,4,5495,4998,472,1016,1280.36,281.16,38,9.93,16.55,29,34,248.31,420.17,77,317,BENIGN
48943,25836,279,347,3024,9735,1363,1349,663.4,490.03,23,8.48,26.8,30,11,543.37,283.78,586,224,BENIGN
10624,93659,243,310,10101,5109,543,76,409.82,389.25,32,46.42,28.09,1,11,77.85,55.04,261,477,BENIGN
27233,27802,56,32,808,7128,182,659,854.96,99.17,28,37.53,28.53,65,30,161.82,155.14,956,136,BENIGN
23280,95962,470,184,9379,8165,170,312,1132.16,495.35,22,14.54,36.02,80,18,46.18,146.25,205,12,BENIGN
61527,20269,180,359,9879,7900,157,509,1200.96,412.92,22,13.62,0.38,43,22,701.12,68.68,740,425,BENIGN
26629,7059,166,285,13467,1255,1016,223,185.02,248.85,29,92.41,11.69,54,38,602.82,30.81,164,17,BENIGN
63423,49459,282,356,9405,9807,1219,1082,466.35,236.27,27,41.27,7.66,55,36,701.75,423.94,968,4,BENIGN
29795,51097,328,80,11327,9533,1236,82,1490.36,177.86,38,80.49,3.51,39,27,130.17,397.38,814,419,BENIGN
4214,32602,491,350,5885,121,936,1452,1052.4,95.42,24,19.29,20.97,10,34,674.02,428.34,598,33,BENIGN
4907,50130,52,171,13173,4950,607,399,416.85,215.47,32,22.35,42.47,21,3,395.11,308.32,350,390,BENIGN
64096,31768,400,186,9407,1319,429,49,936.85,470.35,24,47.95,2.35,36,6,100.13,386.88,94,498,BENIGN
20874,59238,191,80,10693,13151,918,380,536.15,309.84,34,96.01,49.3,50,11,561.99,64.83,114,486,MALICIOUS
4496,37939,132,267,11950,11104,453,1060,1370.25,229.83,25,0.02,29.45,13,48,61.09,130.23,767,445,BENIGN
10418,83182,68,457,1042,7634,1313,861,621.67,73.77,38,35.37,7.06,62,32,578.48,292.73,936,259,BENIGN
44461,39034,437,150,12054,7262,27,241,990.4,404.42,25,89.89,11.58,51,29,383.73,328.05,131,341,BENIGN
59878,26528,12,360,2063,1703,1288,1419,480.66,158.24,31,71.78,7.5,45,46,703.4,205.22,473,54,MALICIOUS
64239,75153,232,429,13527,12775,1,1400,541.7,138.19,36,49.44,28.95,44,24,276.26,85.45,599,49,BENIGN
44508,80726,110,363,1511,1970,100,14,63.74,226.1,26,73.28,49.52,17,40,381.66,419.41,650,393,MALICIOUS
6323,81226,82,193,210,1989,1085,470,1372.03,59.55,26,61.2,23.38,93,32,828.97,85.37,159,276,MALICIOUS
63075,44122,154,323,14597,7252,462,184,789.92,296.73,35,97.51,13.8,29,17,367.36,111.62,15,408,BENIGN
17323,76882,408,28,3811,4069,1248,296,1173.79,369.18,38,71.07,23.47,75,21,791.25,474.27,743,27,BENIGN
5366,40994,491,193,10699,1692,15,1253,1363.65,430.56,28,58.73,8.45,64,47,760.26,104.06,783,78,BENIGN
14922,37285,347,135,1084,10025,1200,1115,1396.79,64.89,29,26.67,36.26,54,34,891.57,99.59,763,101,MALICIOUS
7839,726,222,119,14145,10121,583,443,1318.5,314.5,22,96.8,13.94,46,34,114.39,245.23,659,160,BENIGN
25178,31407,252,111,2347,8339,1474,784,788.94,418.94,24,86.4,20.53,0,9,184.89,347.07,824,489,BENIGN
25071,97227,493,338,8393,8811,938,778,922.37,94.5,39,35.37,39.07,23,3,754.21,413.44,437,46,BENIGN
17815,57794,102,450,10701,1997,179,265,818.49,457.54,29,61.79,8.94,54,16,913.21,111.35,956,252,BENIGN
35360,81140,445,235,8143,869,381,619,974.89,120.07,37,88.94,3.57,29,41,476.54,324.82,667,16,BENIGN
56705,84660,55,55,14503,7100,766,957,444.53,409.2,25,47.49,11.34,35,12,596.74,154.91,570,386,MALICIOUS
42805,7686,122,305,13536,142,1416,345,811.64,494.46,29,51.94,3.21,11,45,13.41,263.32,558,232,BENIGN
4401,84975,349,14,9372,52,297,1374,155.93,144.87,23,71.95,0.51,56,27,924.51,418.18,709,71,BENIGN
32429,45860,106,93,12170,3581,1214,1438,1003.85,129.58,33,13.93,13.8,61,1,296.3,102.83,121,46,BENIGN
51577,52975,183,133,6959,9194,284,247,1249.58,341.86,22,74.03,3.16,40,42,649.34,447.87,826,454,BENIGN
59903,31605,64,107,5708,13551,1443,562,1431.2,137.6,38,50.58,25.14,8,0,501.27,100.84,765,392,BENIGN
43810,82110,305,446,4298,6450,800,654,659.32,432.09,20,81.08,28.79,74,41,210.87,62.4,529,371,BENIGN
50178,70672,227,14,1818,8307,1001,239,1069.26,401.08,37,0.89,27.5,19,27,613.56,135.77,177,195,BENIGN
34934,86228,204,18,3064,289,529,301,71.99,306.37,35,29.64,32.3,91,8,445.71,313.6,302,304,MALICIOUS
43362,25156,225,321,8705,2652,338,577,1462.61,111.8,30,59.96,45.05,36,17,322.69,427.79,233,69,BENIGN
53286,70055,223,295,12186,11985,1231,254,29.96,101.46,29,9.12,34.62,32,10,879.27,199.96,891,177,MALICIOUS
41854,20786,476,420,7746,12859,1303,268,179.96,85.2,39,13.18,48.7,90,4,420.27,112.11,213,321,MALICIOUS
49675,21789,97,225,892,10142,417,528,1248.94,370.73,24,74.46,37.15,79,13,507.75,350.1,216,139,BENIGN
9777,38796,381,420,4694,11389,346,469,886.72,263.09,37,36.49,22.23,77,21,518.67,71.72,571,415,BENIGN
11026,15722,359,379,3532,4045,491,61,400.79,200.97,34,72.83,44.04,18,14,646.12,144.72,634,490,BENIGN
10498,68626,371,46,8537,3664,1259,1179,557.35,86.48,25,99.83,24.87,17,8,550.83,192.82,764,235,BENIGN
63801,95264,363,90,794,14835,537,154,392.67,162.77,24,80.89,48.32,78,12,105.73,22.16,136,312,MALICIOUS
32563,44610,275,42,4234,14281,38,1072,124.67,293.8,34,48.58,23.46,97,43,83.78,137.42,640,70,BENIGN
7759,11722,124,455,10785,8084,1458,463,1107.04,128.36,26,5.84,49.82,13,48,117.97,41.4,255,211,BENIGN
43709,71931,103,103,10021,8237,935,986,833.56,482.81,22,66.17,16.03,76,4,680.46,116.75,134,446,MALICIOUS
20916,79103,18,167,13804,615,268,1369,462.72,257.39,20,3.21,20.46,59,36,716.78,10.29,601,370,BENIGN
57564,51295,143,298,718,3934,981,1216,1425.64,52.96,34,75.97,33.91,4,43,574.98,421.55,155,325,MALICIOUS
27585,25585,243,238,2519,8567,551,311,467.24,155.82,33,65.98,45.18,14,9,909.94,187.57,968,303,MALICIOUS
62165,35811,461,46,11211,11114,721,338,746.49,415.92,33,2.19,24.9,39,7,108.97,403.57,627,131,MALICIOUS
25544,35502,231,382,14050,4099,705,1322,1482.25,425.21,27,19.64,35.98,78,2,609.91,352.68,741,321,BENIGN
44577,84370,359,259,5558,7936,288,1012,534.19,386.31,32,20.87,9.18,21,9,571.68,407.05,941,39,BENIGN
25877,51623,266,477,9208,10674,899,1415,987.34,410.53,21,10.51,24.51,62,19,636.26,351.81,170,67,BENIGN
47854,76129,350,447,4007,11504,1017,1447,1214.24,166.71,36,10.89,4.47,18,10,980.16,279.33,318,295,BENIGN
8666,18153,370,27,2486,11110,626,1463,394.62,342.09,20,71.96,24.32,86,5,912.11,174.9,844,482,BENIGN
42481,92852,422,394,2109,7805,848,1052,578.52,179.73,30,74.34,47.56,48,21,488.2,239.48,89,471,MALICIOUS
56085,46340,9,348,11594,14121,930,1495,416.23,233.93,35,28.97,38.83,27,23,670.42,12.71,50,75,BENIGN
18848,47876,27,358,13994,1447,1178,621,1426.06,127.47,39,3.14,4.87,7,1,678.33,481.66,502,247,BENIGN
45109,46847,225,32,13768,8697,1294,665,659.97,356.27,36,66.87,49.38,11,41,786.7,20.48,123,414,BENIGN
36050,36734,182,421,5809,8427,1473,909,1102.31,62.98,29,25.55,42.66,21,33,599.22,315.56,871,442,BENIGN
52564,72451,6,174,2265,9467,969,863,1175.78,207.44,23,70.67,25.88,80,41,637.91,284.87,202,236,BENIGN
13807,81419,252,342,7422,5225,1479,326,1444.63,435.75,28,27.29,33.29,57,39,807.94,457.3,285,49,BENIGN
25328,19545,461,382,1206,115,978,1301,838.61,401.99,29,22.16,38.91,40,32,38.71,67.73,700,46,BENIGN
62888,73813,90,370,6061,669,220,419,767.64,182.76,21,24.37,49.91,62,27,315.66,391.32,469,471,BENIGN
17553,11985,492,487,8127,670,1366,637,1029.32,236.2,25,59.23,34.94,7,35,653.92,404.16,106,298,MALICIOUS
10433,83452,206,79,3770,8477,240,469,1175.02,7.99,29,14.09,39.69,57,46,895.0,42.87,992,387,BENIGN
19424,4373,140,209,12411,8124,654,1032,835.69,342.95,36,51.04,8.12,99,44,568.54,79.86,79,156,BENIGN
32206,1917,38,4,13954,12773,1041,1362,1415.07,167.81,30,3.2,6.11,65,6,966.13,67.07,647,383,BENIGN
37796,93697,98,18,12273,11323,733,634,440.12,224.06,20,29.89,46.41,61,48,408.45,50.77,302,402,MALICIOUS
22869,12720,136,139,12029,8477,1206,652,331.67,434.09,26,98.21,25.76,27,17,630.77,113.65,90,372,MALICIOUS
33230,69940,421,401,10199,2524,556,384,85.91,395.97,35,17.44,35.53,41,21,419.77,223.85,307,396,MALICIOUS
29727,53386,294,367,7536,13327,611,1409,37.08,134.53,20,41.67,8.16,25,10,431.31,495.77,662,141,BENIGN
17904,78381,252,384,12067,13413,357,290,1461.33,321.34,38,92.3,36.27,47,48,247.07,289.8,495,310,MALICIOUS
5781,39111,59,45,14707,4203,682,799,574.52,419.04,36,62.89,42.84,46,43,688.43,129.04,599,481,BENIGN
42397,52608,442,0,12967,1748,560,278,339.94,313.61,24,96.13,40.91,47,24,426.51,18.62,998,228,MALICIOUS
26556,31065,370,208,3231,5803,236,265,1366.41,391.7,37,3.62,20.12,91,10,653.31,301.7,723,152,BENIGN
9673,45932,100,154,3059,2144,495,177,1280.62,216.33,23,5.83,23.56,77,18,985.56,103.34,109,126,BENIGN
34973,68234,104,22,1935,444,378,615,227.32,195.72,31,57.18,32.89,56,46,405.11,446.15,987,307,BENIGN
35906,65207,62,285,3837,14767,326,794,1022.02,136.28,23,30.35,31.67,21,15,491.02,213.97,622,225,BENIGN
8043,93749,436,438,1266,9609,611,831,1058.32,163.16,25,88.04,22.97,32,9,282.77,268.08,558,206,MALICIOUS
23987,23944,41,481,3056,14050,1433,1148,1413.66,357.35,29,2.16,47.0,35,23,41.77,6.55,842,194,BENIGN
4497,4297,262,61,14290,5274,135,915,269.52,412.89,21,54.58,45.82,26,42,65.83,264.53,589,116,BENIGN
16737,95701,315,418,8504,11241,208,635,115.45,167.56,34,22.51,46.54,93,29,480.64,89.03,857,417,BENIGN
29246,90744,293,225,14907,2437,735,598,1084.91,152.1,25,54.69,32.91,82,22,585.94,33.97,833,484,BENIGN
41831,10411,339,294,11725,10238,1047,13,1201.37,82.48,28,38.47,28.24,91,45,562.86,334.07,222,218,BENIGN
1041,95467,61,288,4877,9216,128,711,1280.53,317.81,28,22.51,44.49,1,45,238.32,182.12,879,41,BENIGN
11626,94214,374,5,1468,11635,1401,704,465.52,458.88,27,87.73,38.5,39,2,167.45,34.7,956,185,MALICIOUS
3774,13259,39,174,13327,14358,11,1365,955.37,374.13,22,57.31,10.32,31,9,494.74,484.62,17,211,BENIGN
63990,46376,9,153,7932,1312,152,1088,885.78,499.58,28,72.27,35.2,4,39,116.41,245.71,882,366,MALICIOUS
12644,68021,267,273,11693,166,570,741,901.46,55.02,32,71.59,43.37,66,47,702.95,450.6,922,436,MALICIOUS
33308,52395,274,337,6626,14594,65,944,313.12,368.71,31,1.83,19.27,43,49,935.28,179.68,883,340,BENIGN
6508,11180,156,371,2547,7300,532,128,1285.78,363.51,34,24.38,7.16,19,40,691.97,373.54,244,94,BENIGN
44352,37013,58,468,5294,2133,358,302,1135.19,475.02,35,14.48,6.46,61,15,704.41,153.56,773,399,BENIGN
28807,17491,77,237,10648,911,979,716,615.45,407.13,33,87.59,14.83,19,8,475.72,171.72,925,385,BENIGN
56657,77490,452,197,11261,5604,1403,1442,1349.89,269.38,35,93.83,24.5,54,0,809.01,320.1,816,463,BENIGN
54190,82730,399,212,1948,3521,1488,408,1207.59,448.29,34,88.39,29.73,46,23,733.46,473.75,599,73,BENIGN
24290,81954,343,353,3902,9286,552,1117,459.37,163.12,34,61.63,11.92,83,44,701.7,134.28,154,18,BENIGN
52050,69076,250,266,13332,14666,863,1207,328.32,334.0,38,41.21,45.51,48,7,813.85,206.93,765,406,MALICIOUS
43537,76778,255,44,4209,9760,222,436,136.4,116.35,29,76.78,21.59,86,13,324.9,271.25,977,383,BENIGN
2653,4487,270,11,8566,11983,1422,1260,1351.5,351.52,28,50.2,13.14,4,39,597.69,475.69,654,100,MALICIOUS
24551,49178,469,291,13532,11942,1458,831,419.93,439.11,28,50.95,26.51,97,26,367.79,141.91,697,344,MALICIOUS
64541,17886,9,334,14232,8018,1495,72,617.08,477.2,25,32.04,45.95,62,17,731.31,104.04,602,315,BENIGN
56758,22795,222,76,5706,10309,1452,1211,464.49,216.43,27,97.5,27.14,67,8,373.05,311.54,51,274,BENIGN
60545,69816,194,440,14087,14648,1366,1294,1279.4,70.39,29,92.28,33.19,29,6,846.71,111.67,218,259,BENIGN
11166,16680,315,135,12930,3868,838,940,481.8,235.03,27,10.01,21.35,68,19,634.9,134.34,627,477,BENIGN
63219,92604,275,346,1678,11231,130,585,805.28,80.4,27,94.47,40.51,64,34,785.87,425.85,980,184,BENIGN
32862,4793,335,286,4564,10540,53,548,923.74,343.8,32,83.73,8.93,93,33,593.32,429.7,379,34,MALICIOUS
31012,69428,153,236,9814,1751,57,476,392.64,21.43,31,69.89,44.67,16,22,656.07,111.19,131,303,BENIGN
17714,25696,269,242,287,10573,430,1017,604.52,189.02,26,1.6,29.34,34,37,453.31,215.19,285,71,BENIGN
5251,46554,262,153,7855,13830,44,719,440.66,414.35,28,82.12,1.31,4,7,585.6,467.49,621,164,BENIGN
29784,67798,491,370,7901,11056,1158,677,182.86,213.14,24,17.79,13.21,21,33,822.97,62.43,641,291,BENIGN
1631,4007,353,115,12549,8767,1378,959,152.9,112.31,21,39.95,3.27,20,35,833.26,488.53,338,219,BENIGN
35105,34563,402,237,3064,13117,721,876,250.98,83.43,23,5.78,41.15,25,19,728.23,357.16,366,77,BENIGN
